[10:11:35] 💎 LGD | INFO | Initialisation du backend FastAPI LGD...
[16:57:10] 💎 LGD | INFO | 🌍 CORS configuré : ['http://localhost:3000', 'https://le-generateur-digital.vercel.app']
[16:57:11] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 1/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:12] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 1/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:15] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 1/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:15] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 1/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:15] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 2/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:15] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 2/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:16] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 1/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:16] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 1/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:18] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 2/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:19] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 3/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:19] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 3/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:19] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 2/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:19] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 2/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:20] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 2/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:22] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 3/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:23] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 4/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:23] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 3/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:23] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 3/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:24] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 4/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:24] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 3/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:26] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 4/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:27] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 5/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:27] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 4/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:27] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 4/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:28] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 5/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:28] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 4/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:30] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 5/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:31] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 6/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:31] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 5/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:31] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 5/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:32] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 5/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:33] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 6/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:34] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 6/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:35] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 7/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:35] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 6/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:35] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 6/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:36] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 6/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:36] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 7/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:38] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 7/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:38] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 8/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:39] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 7/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:39] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 7/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:39] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 7/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:40] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 8/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:42] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 8/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:42] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 9/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:43] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 8/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:43] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 8/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:43] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 8/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:44] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 9/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:46] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 9/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:46] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 9/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:47] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 9/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:47] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 10/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:48] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 10/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:48] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 9/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:50] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 10/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:50] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 10/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:50] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 10/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:50] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 11/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:52] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 10/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:53] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 11/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:54] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 12/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:54] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 11/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:55] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 11/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:55] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 11/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:56] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 11/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:56] 💎 LGD | ERROR | 🛑 Impossible de se connecter à la base de données après plusieurs tentatives.
[16:57:57] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 12/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:58] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 12/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:58] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 12/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:57:59] 💎 LGD | ERROR | 🛑 Impossible de se connecter à la base de données après plusieurs tentatives.
[16:57:59] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 12/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:58:00] 💎 LGD | WARNING | ⚠️ DB not ready (tentative 12/12) : connection to server at "dpg-d3nkqmu3jp1c73c0h240-a.oregon-postgres.render.com" (35.227.164.209), port 5432 failed: FATAL:  password authentication failed for user "legenerateurdigital_db_user"

[16:58:00] 💎 LGD | ERROR | 🛑 Impossible de se connecter à la base de données après plusieurs tentatives.
[16:58:00] 💎 LGD | ERROR | 🛑 Impossible de se connecter à la base de données après plusieurs tentatives.
